"country","amr_driver","policy_agenda_1","policy_agenda_2","policy_strategic_objective_1","policy_strategic_objective_2","policy_specific_actions_1","policy_specific_actions_2","evaluation_round","objective_interaction","objective_interpretation","implementation_interaction","implementation_interpretation"
"Rwanda","humanitarian crisis","SDG-13","SDG-16","Continue to improve mechanisms for disaster preparedness response and mitigation","Reinforce Rwandan culture and values as a foundation for peace and unity
 Ensure Safety and Security of citizens and property ","Significant progress has been registered in disaster management including the development of institutional, policy and legal frameworks and infrastructure for improving preparedness response and mitigation. To sustain progress and strengthen capacities for disaster management, the following will be undertaken: i) Strengthening capacities for weather forecasting and early warning 
systems to increase reliability and accuracy of information for informed decision making; ii) Improving coordination and engagement of all stakeholders to enhance 
information sharing, timely response and joint delivery of interventions; and iii) Continuing implementation of the disaster management plans and tools 
including district disaster management plans and other contingency plans. 5.19 NST1 areas of interventions in disaster management will focus on key sectors such as; agriculture, infrastructure, education, environment and natural resources, information and communication technology, health, the private sector and youth and social protection.","- Strengthen governance capacity to ensure peace and security in Africa and globally, strengthen crime prevention through community policing working with citizens
- Draft, revise and modernize Laws, Reform the Judiciary to tackle backlog cases
83. Strengthen Crime prevention through community policing working with 
citizens. The percentage of proportion of population with confidence in safety and security is targeted to increase from 92.62% to above 95%. The level of citizen satisfaction with personal and property security is targeted at 98.7% and 92.1% by 2024 from 98.1% and 86.1% (CRC 2015) respectively. 
84. Strengthen capacity of all security organs (Armed Forces, Police, security 
companies and NISS) for effective discharge of their functions. Rwanda Defense Force and other security organs will continue to play a constructive role in development programmes and projects where required. 
85. Enhance and expand regional and international security partnerships 
to fight and prevent cross-border crimes, human and drug trafficking and cybercrimes;","consolidated","Align","Both SDG-13 and SDG-16 aim to reduce the frequency and severity of humanitarian crises. SDG-13 focuses on disaster preparedness, response and mitigation to limit crisis onset and impact, while SDG-16 reinforces peace, security and governance to prevent conflict-driven crises. Together they push the shared AMR driver (humanitarian crisis) in the same direction by addressing both natural and human-induced crisis risk factors.","One-sided benefit","Effective disaster management (early warning systems, stakeholder coordination, contingency plans) creates stable, predictable environments that facilitate policing, legal reform and community safety measures under SDG-16. Conversely, strengthened governance, security partnerships and community policing ensure safe access and continuity for disaster response teams, improve information sharing, and support the rollout of district-level disaster plans. Each implementation stream enhances the other's operational success."
"Rwanda","individual socio-demographic factors","SDG-01","SDG-04","Implementing national wide social security program; Consolidate and develop home-grown solutions and innovations   to leverage growth opportunities and scale up their (HGS) impact   on improving citizens� livelihood and welfare","Establish Rwanda as a Globally Competitive Knowledge-based Economy
Enhancing the demographic dividend through improved access to quality education","Scale up the minimum package for graduation (MPG); prioritize nationwide roll-out of VUP expanded Public Works (with focus on female-headed households caring for young children) and refocus VUP Classic Public Works to areas of the Country at most risk of seasonal and climate-related shocks. 
• Improve the management of the One Cow per Poor type (Girinka). Program and other social programs run at the village level and support poor households to acquire small livestock. The objective is to improve the effectiveness of the programs taking into account lessons learned. This will be achieved through; revision of Girinka program guidelines, strengthening of pass on mechanism, development of a scalable model for acquisition and pass on of small livestock as well as finalization and operationalization of the Social Protection Management Information System (SPMIS). 
• Enhance targeting based on the nationwide roll-out of the household profiling as well as strengthen partnerships and coordination between government, non- governmental organizations (NGOs), Civil Society Organisations (CSOs), Faith-Based Organizations (FBOs), and the private sector in implementing poverty eradication programmes.","Ensure digital literacy for all youth (16 to 30 years) by 2024 through implementation of a national digital literacy program with the objective of achieving digital literacy of at least 60% among adults by 2024. This will be supplemented by initiatives to develop local contents and facilitate citizens (including people with disabilities) to access digital devices that will enable them use online services. 
15. Support the establishment and operationalization of new and existing Centers of Excellence with a focus on science, technology and innovation. Partnership will be reinforced with these sectors to build skills with practical application in: health, education, industry, cyber security among others.
Ensure access to pre-primary education so as to increase pre-primary net enrolment rate from 17.5% (2016) to 45% by 2024. Upgrading and increasing school infrastructure and ensuring access to adequate equipment. Increase the number of qualified teachers and improve their welfare. Increase the use of ICT in teaching and learning. Science, Technology, Engineering and Mathematics (STEM) across all levels of education will be promoted at all levels","consolidated","Align","Both policies seek to strengthen individual socio-demographic resilience: SDG-01 by raising household income, livelihood and welfare through social protection and home-grown solutions; SDG-04 by building human capital via improved access to quality, digitally enabled education. Together they push key socio-demographic drivers (income, education, digital literacy) in the same positive direction, producing cumulative benefits for reducing AMR risks associated with low education and poverty.","Mutual benefit","SDG-01's village-level platforms (VUP, Girinka pass-on mechanism, SPMIS) and partnerships with NGOs/CSOs/FBOs create ready channels for delivering SDG-04's digital literacy programs, educational materials and device distribution. Conversely, SDG-04's investment in ICT infrastructure, digital skills and information systems enhances the rollout and uptake of SDG-01's Social Protection Management Information System and improves data-driven targeting, monitoring and overall effectiveness of social security interventions."
"Rwanda","individual socio-demographic factors","SDG-01","SDG-08","Implementing national wide social security program; Consolidate and develop home-grown solutions and innovations   to leverage growth opportunities and scale up their (HGS) impact   on improving citizens� livelihood and welfare","Create 1,500,000 (over 214,000 annually) decent and productive jobs for economic development
'Establish Rwanda as a Globally Competitive Knowledge-based Economy","Scale up the minimum package for graduation (MPG); prioritize nationwide roll-out of VUP expanded Public Works (with focus on female-headed households caring for young children) and refocus VUP Classic Public Works to areas of the Country at most risk of seasonal and climate-related shocks. 
• Improve the management of the One Cow per Poor type (Girinka). Program and other social programs run at the village level and support poor households to acquire small livestock. The objective is to improve the effectiveness of the programs taking into account lessons learned. This will be achieved through; revision of Girinka program guidelines, strengthening of pass on mechanism, development of a scalable model for acquisition and pass on of small livestock as well as finalization and operationalization of the Social Protection Management Information System (SPMIS). 
• Enhance targeting based on the nationwide roll-out of the household profiling as well as strengthen partnerships and coordination between government, non- governmental organizations (NGOs), Civil Society Organisations (CSOs), Faith-Based Organizations (FBOs), and the private sector in implementing poverty eradication programmes.","Scale up the number of TVET graduates with skills relevant to the labor market. This will be done through working with the private sector to update the Labor Market Information System (LMIS) and identify critical skills required in the labor market to inform training programs in TVET.
Develop and support priority sub-sectors with high potential for growth and employment
5. Mainstream employment planning into all key sectors of the economy and 
strengthen the coordination, implementation and monitoring of the National 
Employment Programme (NEP). 
6. Develop a mechanism to support at least one model income and 
employment- generating project in each village.
A big shift in Rwanda’s export outlook will be oriented towards services 
export, including in high-tech areas such as Financial Services/Fin-tech/epayment, BPOs, Legal, Security services, and other professional services. ","consolidated","Align","Both SDG-01 and SDG-08 seek to improve individual socio-demographic conditions by reducing poverty and raising household welfare through social protection measures (graduation pathways, livestock gifts, MIS-based targeting) and by creating decent, productive jobs and skills development. Together they reinforce each other's aim to strengthen livelihoods and buffer against socio-economic vulnerabilities that drive inappropriate antimicrobial use.","Mutual benefit","Both policies target overlapping populations (village-level, poor and vulnerable households) and rely on similar delivery channels (household profiling, partnerships with NGOs/CSOs/private sector, community-level projects). The Social Protection MIS and household data from SDG-01 can inform targeting and monitoring of the employment initiatives in SDG-08, while the income-generating and skills programs under SDG-08 reinforce graduation and self-reliance goals of SDG-01, making each policy easier to implement."
"Rwanda","individual socio-demographic factors","SDG-01","SDG-10","Implementing national wide social security program; Consolidate and develop home-grown solutions and innovations   to leverage growth opportunities and scale up their (HGS) impact   on improving citizens� livelihood and welfare","Increase citizens’ participation, engagement and partnerships in Development
Disability and Social Inclusion","Scale up the minimum package for graduation (MPG); prioritize nationwide roll-out of VUP expanded Public Works (with focus on female-headed households caring for young children) and refocus VUP Classic Public Works to areas of the Country at most risk of seasonal and climate-related shocks. 
• Improve the management of the One Cow per Poor type (Girinka). Program and other social programs run at the village level and support poor households to acquire small livestock. The objective is to improve the effectiveness of the programs taking into account lessons learned. This will be achieved through; revision of Girinka program guidelines, strengthening of pass on mechanism, development of a scalable model for acquisition and pass on of small livestock as well as finalization and operationalization of the Social Protection Management Information System (SPMIS). 
• Enhance targeting based on the nationwide roll-out of the household profiling as well as strengthen partnerships and coordination between government, non- governmental organizations (NGOs), Civil Society Organisations (CSOs), Faith-Based Organizations (FBOs), and the private sector in implementing poverty eradication programmes.","NST1 will also ensure people with disabilities are able to start school and progress through all levels.
5.10 Progress made in supporting People with Disabilities (PwDs) will be sustained and scaled up taking into account national and international commitments. Specific interventions will include: 
• Scaling up coverage and re-designing social protection schemes to eligible People with Disabilities, • Ensuring easy access to public and private infrastructure by enforcing the 
building code; • Strengthening skills and increasing the number of professionals in inclusive 
and special needs education; • Scaling up assistive devices and appropriate learning resources in education. 
• Continuing to support and engage PwDs to participate in all decision 
making processes 5.11 Critical areas that will need to mainstream disability and social inclusion include Infrastructure, Health, Education, ICT, Job creation and Social Protection.","consolidated","Align","Both policies seek to improve individual socio-demographic conditions by strengthening social protection, reducing poverty and marginalization, and fostering inclusive participation. SDG-01 focuses on broad livelihood and welfare improvements through social security and village-level programs, while SDG-10 targets the inclusion of persons with disabilities through adapted social protection and participation measures. Together they push the same driver--poverty and social exclusion--in a positive direction, reducing vulnerability to misuse of antimicrobials.","Mutual benefit","Policy 1's roll-out of nationwide social protection schemes, household profiling and MIS creates the administrative, data and partnership platforms that facilitate the targeting and delivery of inclusive interventions for people with disabilities under Policy 2. In turn, Policy 2's emphasis on redesigning social protection for people with disabilities, improving accessibility of infrastructure and services, and building inclusive decision-making strengthens and broadens the reach and effectiveness of the social security programs instituted by Policy 1."
"Rwanda","individual socio-demographic factors","SDG-04","SDG-08","Establish Rwanda as a Globally Competitive Knowledge-based Economy
Enhancing the demographic dividend through improved access to quality education","Create 1,500,000 (over 214,000 annually) decent and productive jobs for economic development
'Establish Rwanda as a Globally Competitive Knowledge-based Economy","Ensure digital literacy for all youth (16 to 30 years) by 2024 through implementation of a national digital literacy program with the objective of achieving digital literacy of at least 60% among adults by 2024. This will be supplemented by initiatives to develop local contents and facilitate citizens (including people with disabilities) to access digital devices that will enable them use online services. 
15. Support the establishment and operationalization of new and existing Centers of Excellence with a focus on science, technology and innovation. Partnership will be reinforced with these sectors to build skills with practical application in: health, education, industry, cyber security among others.
Ensure access to pre-primary education so as to increase pre-primary net enrolment rate from 17.5% (2016) to 45% by 2024. Upgrading and increasing school infrastructure and ensuring access to adequate equipment. Increase the number of qualified teachers and improve their welfare. Increase the use of ICT in teaching and learning. Science, Technology, Engineering and Mathematics (STEM) across all levels of education will be promoted at all levels","Scale up the number of TVET graduates with skills relevant to the labor market. This will be done through working with the private sector to update the Labor Market Information System (LMIS) and identify critical skills required in the labor market to inform training programs in TVET.
Develop and support priority sub-sectors with high potential for growth and employment
5. Mainstream employment planning into all key sectors of the economy and 
strengthen the coordination, implementation and monitoring of the National 
Employment Programme (NEP). 
6. Develop a mechanism to support at least one model income and 
employment- generating project in each village.
A big shift in Rwanda’s export outlook will be oriented towards services 
export, including in high-tech areas such as Financial Services/Fin-tech/epayment, BPOs, Legal, Security services, and other professional services. ","consolidated","Align","Both SDG-04 and SDG-08 share the strategic goal of establishing Rwanda as a globally competitive knowledge-based economy by enhancing human capital. SDG-04 focuses on raising educational attainment, digital literacy, STEM and pre-primary access, while SDG-08 focuses on creating decent, productive jobs by aligning skills to labor-market needs. Together they push individual socio-demographic factors (education level, digital skills, employment status) in the same beneficial direction, reinforcing each other's impact on reducing AMR risk through better health literacy, income and access to formal services.","Mutual benefit","The rollout of digital literacy programs, Centers of Excellence, pre-primary expansion and STEM promotion under SDG-04 produces a pool of better-educated, tech-savvy youth, which directly facilitates SDG-08's efforts to scale TVET graduates and match skills to market demand. Conversely, SDG-08's partnerships with the private sector and demand-driven employment programs provide clear feedback on required skills, incentivizing education authorities to tailor curricula and expand digital and STEM training. This reciprocal reinforcement makes implementing each policy easier when the other is in place."
"Rwanda","individual socio-demographic factors","SDG-04","SDG-10","Establish Rwanda as a Globally Competitive Knowledge-based Economy
Enhancing the demographic dividend through improved access to quality education","Increase citizens’ participation, engagement and partnerships in Development
Disability and Social Inclusion","Ensure digital literacy for all youth (16 to 30 years) by 2024 through implementation of a national digital literacy program with the objective of achieving digital literacy of at least 60% among adults by 2024. This will be supplemented by initiatives to develop local contents and facilitate citizens (including people with disabilities) to access digital devices that will enable them use online services. 
15. Support the establishment and operationalization of new and existing Centers of Excellence with a focus on science, technology and innovation. Partnership will be reinforced with these sectors to build skills with practical application in: health, education, industry, cyber security among others.
Ensure access to pre-primary education so as to increase pre-primary net enrolment rate from 17.5% (2016) to 45% by 2024. Upgrading and increasing school infrastructure and ensuring access to adequate equipment. Increase the number of qualified teachers and improve their welfare. Increase the use of ICT in teaching and learning. Science, Technology, Engineering and Mathematics (STEM) across all levels of education will be promoted at all levels","NST1 will also ensure people with disabilities are able to start school and progress through all levels.
5.10 Progress made in supporting People with Disabilities (PwDs) will be sustained and scaled up taking into account national and international commitments. Specific interventions will include: 
• Scaling up coverage and re-designing social protection schemes to eligible People with Disabilities, • Ensuring easy access to public and private infrastructure by enforcing the 
building code; • Strengthening skills and increasing the number of professionals in inclusive 
and special needs education; • Scaling up assistive devices and appropriate learning resources in education. 
• Continuing to support and engage PwDs to participate in all decision 
making processes 5.11 Critical areas that will need to mainstream disability and social inclusion include Infrastructure, Health, Education, ICT, Job creation and Social Protection.","consolidated","Align","Both SDG-04 and SDG-10 seek to improve individual socio-demographic factors through enhanced educational access, digital literacy and social inclusion. SDG-04 focuses on broadening quality education, STEM and digital skills across the population, while SDG-10 targets the participation and progression of people with disabilities in education and decision-making. Together they push the driver (individual socio-demographic factors) in the same direction--raising overall knowledge, empowerment and equitable access.","Mutual benefit","The national digital literacy program, expansion of ICT in teaching and establishment of Centers of Excellence under SDG-04 create platforms and content that can be rendered accessible to learners with disabilities. Meanwhile, SDG-10's investments in accessible infrastructure, assistive devices, inclusive curricula and special-needs educators ensure that people with disabilities can fully utilize the digital and STEM-oriented services developed by SDG-04. Each set of actions thus facilitates the implementation of the other."
"Rwanda","individual socio-demographic factors","SDG-08","SDG-10","Create 1,500,000 (over 214,000 annually) decent and productive jobs for economic development
'Establish Rwanda as a Globally Competitive Knowledge-based Economy","Increase citizens’ participation, engagement and partnerships in Development
Disability and Social Inclusion","Scale up the number of TVET graduates with skills relevant to the labor market. This will be done through working with the private sector to update the Labor Market Information System (LMIS) and identify critical skills required in the labor market to inform training programs in TVET.
Develop and support priority sub-sectors with high potential for growth and employment
5. Mainstream employment planning into all key sectors of the economy and 
strengthen the coordination, implementation and monitoring of the National 
Employment Programme (NEP). 
6. Develop a mechanism to support at least one model income and 
employment- generating project in each village.
A big shift in Rwanda’s export outlook will be oriented towards services 
export, including in high-tech areas such as Financial Services/Fin-tech/epayment, BPOs, Legal, Security services, and other professional services. ","NST1 will also ensure people with disabilities are able to start school and progress through all levels.
5.10 Progress made in supporting People with Disabilities (PwDs) will be sustained and scaled up taking into account national and international commitments. Specific interventions will include: 
• Scaling up coverage and re-designing social protection schemes to eligible People with Disabilities, • Ensuring easy access to public and private infrastructure by enforcing the 
building code; • Strengthening skills and increasing the number of professionals in inclusive 
and special needs education; • Scaling up assistive devices and appropriate learning resources in education. 
• Continuing to support and engage PwDs to participate in all decision 
making processes 5.11 Critical areas that will need to mainstream disability and social inclusion include Infrastructure, Health, Education, ICT, Job creation and Social Protection.","consolidated","Align","Both policies target individual socio-demographic drivers of AMR by improving people's economic and social status. SDG-08 focuses on creating decent, productive jobs and building a knowledge-based workforce, raising income and skill levels. SDG-10 promotes participation, empowerment, and inclusion of vulnerable groups, including persons with disabilities, enhancing access to education, infrastructure, and social protection. Together they push socio-demographic conditions in the same positive direction, strengthening factors that reduce AMR risk.","Mutual benefit","SDG-08's expansion of TVET programs, labor market information systems, and village-level income projects creates more employment opportunities and a demand for skilled labor. SDG-10's mainstreaming of disability inclusion in education, infrastructure, and social protection ensures that persons with disabilities can access those new skills and jobs. In turn, a broader, better-prepared workforce makes it easier to achieve SDG-08's employment targets, creating a positive feedback loop that facilitates implementation of both policies."
"Rwanda","individual socio-demographic factors","SDG-09","SDG-10","Create 1,500,000 (over 214,000 annually) decent and productive jobs for economic development
'Establish Rwanda as a Globally Competitive Knowledge-based Economy","Increase citizens’ participation, engagement and partnerships in Development
Disability and Social Inclusion","Scale up the number of TVET graduates with skills relevant to the labor market. This will be done through working with the private sector to update the Labor Market Information System (LMIS) and identify critical skills required in the labor market to inform training programs in TVET.
Develop and support priority sub-sectors with high potential for growth and employment
5. Mainstream employment planning into all key sectors of the economy and 
strengthen the coordination, implementation and monitoring of the National 
Employment Programme (NEP). 
6. Develop a mechanism to support at least one model income and 
employment- generating project in each village.
A big shift in Rwanda’s export outlook will be oriented towards services 
export, including in high-tech areas such as Financial Services/Fin-tech/epayment, BPOs, Legal, Security services, and other professional services. ","NST1 will also ensure people with disabilities are able to start school and progress through all levels.
5.10 Progress made in supporting People with Disabilities (PwDs) will be sustained and scaled up taking into account national and international commitments. Specific interventions will include: 
• Scaling up coverage and re-designing social protection schemes to eligible People with Disabilities, • Ensuring easy access to public and private infrastructure by enforcing the 
building code; • Strengthening skills and increasing the number of professionals in inclusive 
and special needs education; • Scaling up assistive devices and appropriate learning resources in education. 
• Continuing to support and engage PwDs to participate in all decision 
making processes 5.11 Critical areas that will need to mainstream disability and social inclusion include Infrastructure, Health, Education, ICT, Job creation and Social Protection.","consolidated","Align","Both policies seek to strengthen individual socio-demographic drivers by improving people's economic opportunities and social inclusion. SDG-09 focuses on decent, productive jobs and knowledge-based skills; SDG-10 emphasizes the participation and empowerment of marginalized groups (including persons with disabilities) across education, employment, and social protection. Together they push the socio-demographic driver in the same direction--enhancing individuals' socioeconomic status and resilience--thereby aligning on reducing risk factors (e.g. poor access to services, low health literacy) that can contribute to misuse of antimicrobials.","Mutual benefit","SDG-09's scale-up of TVET graduates, labour-market information systems, and village-level income-generation projects creates the platforms and demand for inclusive labour participation. In turn, SDG-10's measures to ensure access to education, skills training, assistive devices, and infrastructure for persons with disabilities feed directly into the TVET and employment programmes of SDG-09. Each policy's implementation becomes easier and more effective when the other is in place, generating a reinforcing cycle of improved skills, access and inclusion."
"Rwanda","infection/colonization by resistant bacteria in human","SDG-03","SDG-06","Enhancing demographic dividend through ensuring access to quality health for all","Moving Towards a Modern Rwandan household 
This will be achieved through Universal access to basic infrastructure such as electricity, water, sanitation and internet broadband.","Strengthen disease prevention awareness and reduce Communicable and Non Communicable Diseases (NCDs). This will be achieved through undertaking community mobilization to prevent diseases through maintaining hygiene, promoting physical exercises for all age groups, regular health checkups and scaling up screening services in communities and health facilities. Furthermore, this will be reinforced by sustaining the universal access to TB, Malaria, HIV treatment for all, ensuring availability, accessibility and affordability of quality care and treatment for NCD patients.","70. Access to water will be scaled up to all from 87.4% (EICV5) to 100% by 2024 
through investments in: Construction, extension, rehabilitation of 1,937 Km of water supply systems in city of Kigali and other towns, and of 1,851 Km of water supply systems in rural areas and Daily water production capacity shall be increased from 182,120 to 303,120 cubic meters per day. 
71. Access to sanitation and hygiene will be scaled up to all from 86.2% (EICV5) to 
100% and waste management systems will be developed in cities, towns and rural areas. Key investments to be undertaken include: 
• Development of the standards for the construction of household toilets 
• Construction of public toilets (public institutions, commercial premises, etc.) 
• Construction of Kigali Centralized Sewerage System (120,000m3/d) 
• Construction of Kigali faecal sludge treatment plant (1000m3/d) 
• Rehabilitation and upgrading of semi-centralized sewerage system in Kigali Estates 
• Construction of Semi centralized sewerage systems in all planned and 
grouped settlements 
• Construction of modern landfills in all districts and, putting in place waste 
treatment facilities.","consolidated","Align","Both policies aim to reduce human infection and colonization by resistant bacteria by addressing complementary root causes: SDG-03 focuses on strengthening disease prevention, hygiene promotion and universal access to quality health services (including TB, malaria and HIV treatment), while SDG-06 ensures universal access to safe water, sanitation and hygiene infrastructure. Together they push the driver in the same direction by lowering infection risk and antibiotic demand.","Mutual benefit","The disease-prevention awareness, hygiene promotion, and community mobilization under SDG-03 enhance the uptake, proper use, and maintenance of water and sanitation facilities provided by SDG-06. Conversely, the expanded access to safe water, improved sanitation systems, and waste treatment under SDG-06 create an enabling environment that makes hygiene-based prevention and health screening activities under SDG-03 more effective. Thus, implementing either policy facilitates the implementation of the other."
"Rwanda","infection/colonization by resistant bacteria in human","AMR-03","SDG-03","Promote Infection Prevention and Control Practices in Communities 
Support to improve the medical waste management system ","Enhancing demographic dividend through ensuring access to quality health for all","Develop and disseminate tools for 
information, education and 
communication/behaviour change 
communication on IPC in communities, including schools and public places. 2. Promote food hygiene practices in all public places and communities. 
Reduce transmission of AMR at the household level ","Strengthen disease prevention awareness and reduce Communicable and Non Communicable Diseases (NCDs). This will be achieved through undertaking community mobilization to prevent diseases through maintaining hygiene, promoting physical exercises for all age groups, regular health checkups and scaling up screening services in communities and health facilities. Furthermore, this will be reinforced by sustaining the universal access to TB, Malaria, HIV treatment for all, ensuring availability, accessibility and affordability of quality care and treatment for NCD patients.","consolidated","Align","Both policies aim to reduce human infections by resistant and non-resistant pathogens through improved infection prevention, hygiene and health system strengthening. AMR-03 focuses on community IPC, food hygiene and safe waste management to curb resistant bacteria transmission, while SDG-03 promotes disease prevention awareness, hygiene maintenance and universal access to quality care--all of which reduce infection/colonization by resistant bacteria in the human population. They therefore push the shared driver in the same direction, yielding cumulative benefits.","Mutual benefit","The community-level behavior change communication tools, IPC training and hygiene promotion under AMR-03 can be integrated into the broader disease prevention mobilization and screening activities of SDG-03. Conversely, SDG-03's established channels for community hygiene campaigns, health checkups and treatment access create ready platforms to disseminate IPC and AMR-specific messages, making implementation of both policies easier and reinforcing each other's outreach and impact."
"Rwanda","limited access to healthcare","AMR-04","SDG-03","Optimize Access to Effective Antimicrobial Medicines, vaccines and Diagnostics in Human, Animal and Plant Health ","Enhancing demographic dividend through ensuring access to quality health for all","Enhance systems for financing access to antimicrobial medicines or preventative AMR programmes","52. Construct and upgrade health facilities with adequate equipment. Specific 
Hospitals to be constructed and upgraded will include: Ruhengeri, Munini, Byumba, Nyabikenke, Masaka, Gatunda, Gatonde and Muhororo. In addition, 17 health centers will be constructed in the remaining sectors that have no health centers and additional 150 health posts across the country. Furthermore, 100% access to electricity and water for health facilities will be ensured by 2024. Internet connectivity will also increase from 10% (2016) to 100% by 2024
 Increase the number and capacity of human resources for health including: 
general practitioners, specialists, nurses, midwives and qualified administrators so as to avail one medical doctor per 7,000 people from 10,055, one nurse per 800 people from 1,142 and one midwife per 2,500 women from 4,064 (2013/14). This will be achieved through improving the coordination of health workforce production based on the actual and projected needs as well as establishing retention strategies for the skilled workforce.
. ii) scaling up specialized treatment options including building capacity at different levels of health care and medical personnel iii) working with health insurance schemes to expand coverage of NCDs in packages offered to address the issue of affordability","consolidated","Align","Both policies seek to reduce the driver of limited access to healthcare by improving availability and affordability of medical services. AMR-04 focuses on ensuring access to antimicrobial medicines, vaccines and diagnostics, while SDG-03 aims to expand overall access to quality health care through facility upgrades, workforce increases and insurance coverage. Together they push the shared driver in the same direction, generating cumulative benefits.","Mutual benefit","AMR-04's development of financing systems for antimicrobials and preventive AMR programmes can integrate with SDG-03's expanded health insurance schemes and funding channels, making it easier to reimburse and procure these products. Conversely, SDG-03's investments in health infrastructure, workforce and digital connectivity create more distribution points and qualified personnel to deliver the medicines, vaccines and diagnostics financed under AMR-04."
"Rwanda","limited laboratory capacity in human medicine","AMR-02","AMR-04","Strengthen the Knowledge and Evidence-Based through Surveillance and Research Surveillance of antimicrobial resistance
Support laboratory Surveillance of AMR","Optimize Access to Effective Antimicrobial Medicines, vaccines and Diagnostics in Human, Animal and Plant Health
","Establish an AMR surveillance system functioning at all Laboratory level in sectors (animal, Human, Plant, food and environment) and coordinated at national level
Develop/review Standards Operating Procedures (SOPs) for Laboratory surveillance of AMR in humans and animals, animals, food, agriculture, and environment, consistent and harmonized with international Standards 
Build laboratory capacities for AMR surveillance, Standardize the methods used in testing agencies for livestock, farm-raised aquatic animals and pets.
Build capacity of regulatory bodies to perform quality control of tests 
Support the routine use of microbiological culture and sensitivity tests on prioritized microorganisms and antimicrobials in health facilities and on farms
Support Capacity building for designated laboratories for AMR surveillance supervision to improve availability and reliability of routine microbiology laboratory testing 
Enrol the various participating laboratories in national and international External Quality Assurance programs 
Analyse, disseminate and share surveillance data and information to facilitate decision making on diagnoses and treatments in clinical public health, veterinary practice, environment and wildlife laboratories and food technologies 
Establish the joint reporting Mechanism on AMR
Establish an early warning system and monitor trends to determine the risk factors and drivers of resistance, resistance burden and impacts on public and animal health and the economy ","Ensuring the availability of affordable and accurate diagnostic tools for all health facilities 
","consolidated","Align","Both policies target the driver of limited laboratory capacity by improving diagnostic and surveillance capabilities. Policy 1 seeks to build and standardize AMR surveillance systems, procedures, and laboratory expertise across sectors, while Policy 2 ensures that affordable and accurate diagnostic tools are available in all health facilities. Together they push the shared driver in the same direction, strengthening overall laboratory capacity.","Mutual benefit","Policy 1's investments in laboratory infrastructure, standard operating procedures, quality control and staff training create the foundation needed for effective deployment of diagnostics under Policy 2. Conversely, Policy 2's guaranteed supply of affordable and accurate diagnostic tools enhances the utility of the surveillance system established by Policy 1. Each implementation streamlines and supports the other, producing synergies in building and utilizing laboratory capacity."
"Rwanda","limited laboratory capacity in human medicine","AMR-02","AMR-05","Strengthen the Knowledge and Evidence-Based through Surveillance and Research Surveillance of antimicrobial resistance
Support laboratory Surveillance of AMR","Promote Innovations in Diagnostic Technology and antimicrobial resistance detection","Establish an AMR surveillance system functioning at all Laboratory level in sectors (animal, Human, Plant, food and environment) and coordinated at national level
Develop/review Standards Operating Procedures (SOPs) for Laboratory surveillance of AMR in humans and animals, animals, food, agriculture, and environment, consistent and harmonized with international Standards 
Build laboratory capacities for AMR surveillance, Standardize the methods used in testing agencies for livestock, farm-raised aquatic animals and pets.
Build capacity of regulatory bodies to perform quality control of tests 
Support the routine use of microbiological culture and sensitivity tests on prioritized microorganisms and antimicrobials in health facilities and on farms
Support Capacity building for designated laboratories for AMR surveillance supervision to improve availability and reliability of routine microbiology laboratory testing 
Enrol the various participating laboratories in national and international External Quality Assurance programs 
Analyse, disseminate and share surveillance data and information to facilitate decision making on diagnoses and treatments in clinical public health, veterinary practice, environment and wildlife laboratories and food technologies 
Establish the joint reporting Mechanism on AMR
Establish an early warning system and monitor trends to determine the risk factors and drivers of resistance, resistance burden and impacts on public and animal health and the economy ","4. Support investments and collaborations and strengthen capacity for research, development and testing of innovative diagnostic technologies
5. Support validation of point-of-care diagnostics for the detection of infectious diseases and detection of resistance","consolidated","Align","Both policies seek to address the same driver--limited laboratory capacity--by strengthening diagnostic and surveillance capabilities. Policy 1 focuses on building and coordinating a robust AMR surveillance network across sectors, while Policy 2 promotes innovation and validation of diagnostic technologies. Together they push the shared driver in the same direction, producing cumulative benefits.","Mutual benefit","Policy 2's investment in research, development, and validation of novel diagnostic tools provides improved assays and point-of-care tests that feed directly into the surveillance system established by Policy 1. Conversely, the standardized procedures, quality-control frameworks, and network of designated laboratories set up under Policy 1 create the infrastructure and regulatory environment needed to trial, validate, and scale Policy 2's innovations. Each implementation stream thus facilitates the other."
"Rwanda","limited laboratory capacity in human medicine","AMR-04","AMR-05","Optimize Access to Effective Antimicrobial Medicines, vaccines and Diagnostics in Human, Animal and Plant Health
","Promote Innovations in Diagnostic Technology and antimicrobial resistance detection","Ensuring the availability of affordable and accurate diagnostic tools for all health facilities 
","4. Support investments and collaborations and strengthen capacity for research, development and testing of innovative diagnostic technologies
5. Support validation of point-of-care diagnostics for the detection of infectious diseases and detection of resistance","consolidated","Align","Both policies aim to strengthen diagnostic capacity in human medicine to address limited laboratory capacity. Policy 1 focuses on ensuring availability and access to accurate diagnostic tools across health facilities, while Policy 2 promotes innovation, R&D and validation of new diagnostic technologies. Together they push the shared driver--limited laboratory capacity--in the same direction, producing cumulative benefits.","Mutual benefit","Policy 2's support for investments, collaborations, R&D and validation of point-of-care diagnostics directly feeds into Policy 1's goal of making affordable, accurate diagnostics available to all health facilities. Conversely, the demand and procurement mechanisms established under Policy 1 create a ready pathway for deploying the innovations generated under Policy 2, making each policy's implementation easier with the other in place."
